street,countline_date,countline_hour,iso_dow,hour_of_week,is_weekend,total_count,pedestrian_count,cyclist_count,vehicle_count,active_countlines
Featherston St,2026-04-07,15,2,39,false,1854,293,57,1504,7
Featherston St,2026-04-07,16,2,40,false,2276,393,185,1698,7
Featherston St,2026-04-07,17,2,41,false,2509,486,264,1759,7
Featherston St,2026-04-07,18,2,42,false,1222,203,69,950,7
Featherston St,2026-04-07,19,2,43,false,734,102,33,599,7
Featherston St,2026-04-07,20,2,44,false,577,73,9,495,7
Featherston St,2026-04-07,21,2,45,false,348,21,4,323,7
Featherston St,2026-04-07,22,2,46,false,222,6,1,215,6
Featherston St,2026-04-07,23,2,47,false,129,7,12,110,7
Featherston St,2026-04-08,0,3,48,false,77,2,,75,7
Featherston St,2026-04-08,1,3,49,false,41,2,,39,6
Featherston St,2026-04-08,2,3,50,false,39,1,7,31,6
Featherston St,2026-04-08,3,3,51,false,49,,,49,5
Featherston St,2026-04-08,4,3,52,false,97,2,3,92,7
Featherston St,2026-04-08,5,3,53,false,278,7,10,261,7
Featherston St,2026-04-08,6,3,54,false,1301,78,41,1182,7
Featherston St,2026-04-08,7,3,55,false,2917,391,217,2309,7
Featherston St,2026-04-08,8,3,56,false,3780,547,320,2913,7
Featherston St,2026-04-08,9,3,57,false,2296,221,71,2004,7
Featherston St,2026-04-08,10,3,58,false,1937,250,37,1650,7
Featherston St,2026-04-08,11,3,59,false,2072,319,23,1730,7
Featherston St,2026-04-08,12,3,60,false,2613,756,37,1820,7
Featherston St,2026-04-08,13,3,61,false,2111,524,27,1560,7
Featherston St,2026-04-08,14,3,62,false,1920,317,25,1578,7
Featherston St,2026-04-08,15,3,63,false,1871,310,49,1512,7
Featherston St,2026-04-08,16,3,64,false,2441,458,101,1882,7
Featherston St,2026-04-08,17,3,65,false,2668,506,232,1930,7
Featherston St,2026-04-08,18,3,66,false,1406,252,67,1087,7
Featherston St,2026-04-08,19,3,67,false,863,118,33,712,7
Featherston St,2026-04-08,20,3,68,false,627,59,29,539,7
Featherston St,2026-04-08,21,3,69,false,474,37,5,432,7
Featherston St,2026-04-08,22,3,70,false,331,32,,299,7
Featherston St,2026-04-08,23,3,71,false,161,8,,153,7
Featherston St,2026-04-09,0,4,72,false,83,6,,77,6
Featherston St,2026-04-09,1,4,73,false,79,,2,77,6
Featherston St,2026-04-09,2,4,74,false,56,4,1,51,7
Featherston St,2026-04-09,3,4,75,false,53,1,,52,6
Featherston St,2026-04-09,4,4,76,false,90,1,5,84,6
Featherston St,2026-04-09,5,4,77,false,338,5,22,311,7
Featherston St,2026-04-09,6,4,78,false,1339,94,94,1151,7
Featherston St,2026-04-09,7,4,79,false,3056,393,340,2323,7
Featherston St,2026-04-09,8,4,80,false,3898,661,455,2782,7
Featherston St,2026-04-09,9,4,81,false,2337,396,143,1798,7
Featherston St,2026-04-09,10,4,82,false,1990,279,34,1677,7
Featherston St,2026-04-09,11,4,83,false,2080,326,40,1714,7
Featherston St,2026-04-09,12,4,84,false,2529,830,47,1652,7
Featherston St,2026-04-09,13,4,85,false,2306,582,40,1684,7
Featherston St,2026-04-09,14,4,86,false,1895,348,40,1507,7
Featherston St,2026-04-09,15,4,87,false,2037,310,63,1664,7
Featherston St,2026-04-09,16,4,88,false,2628,551,155,1922,7
Featherston St,2026-04-09,17,4,89,false,2952,578,252,2122,7
Featherston St,2026-04-09,18,4,90,false,1708,262,96,1350,7
Featherston St,2026-04-09,19,4,91,false,1008,131,23,854,7
Featherston St,2026-04-09,20,4,92,false,770,85,10,675,7
Featherston St,2026-04-09,21,4,93,false,534,60,11,463,7
Featherston St,2026-04-09,22,4,94,false,411,22,4,385,7
Featherston St,2026-04-09,23,4,95,false,165,8,1,156,7
Featherston St,2026-04-10,0,5,96,false,109,10,,99,6
Featherston St,2026-04-10,1,5,97,false,95,2,1,92,6
Featherston St,2026-04-10,2,5,98,false,68,1,,67,6
Featherston St,2026-04-10,3,5,99,false,73,,,73,5
Featherston St,2026-04-10,4,5,100,false,124,2,6,116,6
Featherston St,2026-04-10,5,5,101,false,256,8,10,238,7
Featherston St,2026-04-10,6,5,102,false,1145,73,84,988,7
Featherston St,2026-04-10,7,5,103,false,2637,308,263,2066,7
Featherston St,2026-04-10,8,5,104,false,3371,569,435,2367,7
Featherston St,2026-04-10,9,5,105,false,2416,343,157,1916,7
Featherston St,2026-04-10,10,5,106,false,2125,347,58,1720,7
Featherston St,2026-04-10,11,5,107,false,2081,390,53,1638,7
Featherston St,2026-04-10,12,5,108,false,2616,745,78,1793,7
Featherston St,2026-04-10,13,5,109,false,2241,570,41,1630,7
Featherston St,2026-04-10,14,5,110,false,1980,343,44,1593,7
Featherston St,2026-04-10,15,5,111,false,1861,331,74,1456,7
Featherston St,2026-04-10,16,5,112,false,2471,467,228,1776,7
Featherston St,2026-04-10,17,5,113,false,3047,423,191,2433,7
Featherston St,2026-04-10,18,5,114,false,1806,195,95,1516,7
Featherston St,2026-04-10,19,5,115,false,922,135,23,764,7
Featherston St,2026-04-10,20,5,116,false,611,86,12,513,7
Featherston St,2026-04-10,21,5,117,false,502,31,9,462,7
Featherston St,2026-04-10,22,5,118,false,489,46,10,433,7
Featherston St,2026-04-10,23,5,119,false,442,43,7,392,7
Featherston St,2026-04-11,0,6,120,true,510,80,3,427,7
Featherston St,2026-04-11,1,6,121,true,496,13,5,478,7
Featherston St,2026-04-11,2,6,122,true,308,3,4,301,7
Featherston St,2026-04-11,3,6,123,true,191,3,4,184,7
Featherston St,2026-04-11,4,6,124,true,136,4,4,128,7
Featherston St,2026-04-11,5,6,125,true,186,7,5,174,7
Featherston St,2026-04-11,6,6,126,true,272,20,7,245,7
Featherston St,2026-04-11,7,6,127,true,504,53,14,437,7
Featherston St,2026-04-11,8,6,128,true,787,94,41,652,7
Featherston St,2026-04-11,9,6,129,true,1256,135,32,1089,7
Featherston St,2026-04-11,10,6,130,true,1591,188,56,1347,7
Featherston St,2026-04-11,11,6,131,true,1740,242,94,1404,7
Featherston St,2026-04-11,12,6,132,true,1798,248,57,1493,7
Featherston St,2026-04-11,13,6,133,true,1674,275,62,1337,7
Featherston St,2026-04-11,14,6,134,true,1624,270,54,1300,7
Featherston St,2026-04-11,15,6,135,true,1675,291,42,1342,7
Featherston St,2026-04-11,16,6,136,true,1345,214,32,1099,7
Featherston St,2026-04-11,17,6,137,true,1827,231,38,1558,7
Featherston St,2026-04-11,18,6,138,true,1750,278,11,1461,7
Featherston St,2026-04-11,19,6,139,true,734,84,12,638,7
Featherston St,2026-04-11,20,6,140,true,551,71,12,468,7
Featherston St,2026-04-11,21,6,141,true,1123,240,10,873,7
Featherston St,2026-04-11,22,6,142,true,499,42,5,452,7
Featherston St,2026-04-11,23,6,143,true,359,29,6,324,7
Featherston St,2026-04-12,0,7,144,true,338,39,1,298,7
Featherston St,2026-04-12,1,7,145,true,186,7,3,176,7
Featherston St,2026-04-12,2,7,146,true,165,6,3,156,6
Featherston St,2026-04-12,3,7,147,true,122,5,,117,6
Featherston St,2026-04-12,4,7,148,true,114,19,,95,6
Featherston St,2026-04-12,5,7,149,true,111,8,2,101,6
Featherston St,2026-04-12,6,7,150,true,177,12,3,162,7
Featherston St,2026-04-12,7,7,151,true,316,25,15,276,7
Featherston St,2026-04-12,8,7,152,true,484,53,7,424,7
Featherston St,2026-04-12,9,7,153,true,881,87,18,776,7
Featherston St,2026-04-12,10,7,154,true,1108,147,26,935,7
Featherston St,2026-04-12,11,7,155,true,1247,134,6,1107,7
Featherston St,2026-04-12,12,7,156,true,1202,113,5,1084,7
Featherston St,2026-04-12,13,7,157,true,1331,162,20,1149,7
Featherston St,2026-04-12,14,7,158,true,1435,175,25,1235,7
Featherston St,2026-04-12,15,7,159,true,998,80,4,914,7
Featherston St,2026-04-12,16,7,160,true,951,78,2,871,7
Featherston St,2026-04-12,17,7,161,true,678,56,4,618,7
Featherston St,2026-04-12,18,7,162,true,577,45,10,522,7
Featherston St,2026-04-12,19,7,163,true,332,33,3,296,6
Featherston St,2026-04-12,20,7,164,true,311,18,4,289,6
Featherston St,2026-04-12,21,7,165,true,247,19,3,225,7
Featherston St,2026-04-12,22,7,166,true,166,9,0,157,7
Featherston St,2026-04-12,23,7,167,true,83,4,5,74,6
Featherston St,2026-04-13,0,1,0,false,44,3,1,40,5
Featherston St,2026-04-13,1,1,1,false,48,2,,46,6
Featherston St,2026-04-13,2,1,2,false,66,2,,64,6
Featherston St,2026-04-13,3,1,3,false,48,,,48,6
Featherston St,2026-04-13,4,1,4,false,119,3,3,113,6
Featherston St,2026-04-13,5,1,5,false,226,10,18,198,6
Featherston St,2026-04-13,6,1,6,false,1105,63,41,1001,7
Featherston St,2026-04-13,7,1,7,false,2879,330,168,2381,7
Featherston St,2026-04-13,8,1,8,false,3756,588,362,2806,7
Featherston St,2026-04-13,9,1,9,false,2081,277,79,1725,7
Featherston St,2026-04-13,10,1,10,false,1776,281,43,1452,7
Featherston St,2026-04-13,11,1,11,false,1890,323,32,1535,7
Featherston St,2026-04-13,12,1,12,false,2302,716,41,1545,7
Featherston St,2026-04-13,13,1,13,false,1923,481,29,1413,7
Featherston St,2026-04-13,14,1,14,false,1673,277,28,1368,7
Featherston St,2026-04-13,15,1,15,false,1723,262,44,1417,7
Featherston St,2026-04-13,16,1,16,false,2182,413,129,1640,7
Featherston St,2026-04-13,17,1,17,false,2350,427,223,1700,7
Featherston St,2026-04-13,18,1,18,false,1231,233,48,950,7
Featherston St,2026-04-13,19,1,19,false,740,79,21,640,7
Featherston St,2026-04-13,20,1,20,false,538,59,23,456,7
Featherston St,2026-04-13,21,1,21,false,422,36,6,380,7
Featherston St,2026-04-13,22,1,22,false,249,15,7,227,7
Featherston St,2026-04-13,23,1,23,false,137,13,,124,6
Featherston St,2026-04-14,0,2,24,false,92,2,1,89,6
Featherston St,2026-04-14,1,2,25,false,79,,1,78,5
Featherston St,2026-04-14,2,2,26,false,34,1,,33,5
Featherston St,2026-04-14,3,2,27,false,64,,2,62,5
Featherston St,2026-04-14,4,2,28,false,129,4,3,122,6
Featherston St,2026-04-14,5,2,29,false,311,8,28,275,7
Featherston St,2026-04-14,6,2,30,false,1207,85,91,1031,7
Featherston St,2026-04-14,7,2,31,false,2966,361,391,2214,7
Featherston St,2026-04-14,8,2,32,false,4289,745,582,2962,7
Featherston St,2026-04-14,9,2,33,false,2605,365,158,2082,7
Featherston St,2026-04-14,10,2,34,false,1910,330,68,1512,7
Featherston St,2026-04-14,11,2,35,false,2021,405,51,1565,7
Featherston St,2026-04-14,12,2,36,false,2681,992,71,1618,7
Featherston St,2026-04-14,13,2,37,false,2147,671,47,1429,7
Featherston St,2026-04-14,14,2,38,false,1874,404,71,1399,7
Featherston St,2026-04-14,15,2,39,false,1880,332,91,1457,7
Featherston St,2026-04-14,16,2,40,false,2579,504,189,1886,7
Featherston St,2026-04-14,17,2,41,false,2651,550,307,1794,7
Featherston St,2026-04-14,18,2,42,false,1476,258,96,1122,7
Featherston St,2026-04-14,19,2,43,false,852,135,27,690,7
Featherston St,2026-04-14,20,2,44,false,581,78,8,495,7
Featherston St,2026-04-14,21,2,45,false,401,37,13,351,7
Featherston St,2026-04-14,22,2,46,false,261,18,5,238,7
Featherston St,2026-04-14,23,2,47,false,197,5,,192,7
Featherston St,2026-04-15,0,3,48,false,92,1,3,88,6
Featherston St,2026-04-15,1,3,49,false,56,1,,55,5
Featherston St,2026-04-15,2,3,50,false,72,2,1,69,7
Featherston St,2026-04-15,3,3,51,false,80,1,1,78,6
Featherston St,2026-04-15,4,3,52,false,119,1,6,112,7
Featherston St,2026-04-15,5,3,53,false,279,9,27,243,7
Featherston St,2026-04-15,6,3,54,false,1379,95,85,1199,7
Featherston St,2026-04-15,7,3,55,false,3336,391,449,2496,7
Featherston St,2026-04-15,8,3,56,false,4103,761,564,2778,7
Featherston St,2026-04-15,9,3,57,false,2461,344,160,1957,7
Featherston St,2026-04-15,10,3,58,false,1843,346,58,1439,7
Featherston St,2026-04-15,11,3,59,false,2108,470,57,1581,7
Featherston St,2026-04-15,12,3,60,false,2872,1130,85,1657,7
Featherston St,2026-04-15,13,3,61,false,2478,886,70,1522,7
Featherston St,2026-04-15,14,3,62,false,1922,383,53,1486,7
Featherston St,2026-04-15,15,3,63,false,1924,355,55,1514,7
Featherston St,2026-04-15,16,3,64,false,2503,475,176,1852,7
Featherston St,2026-04-15,17,3,65,false,2878,601,302,1975,7
Featherston St,2026-04-15,18,3,66,false,1513,252,66,1195,7
Featherston St,2026-04-15,19,3,67,false,811,133,24,654,7
Featherston St,2026-04-15,20,3,68,false,592,76,24,492,7
Featherston St,2026-04-15,21,3,69,false,526,37,3,486,7
Featherston St,2026-04-15,22,3,70,false,261,11,5,245,7
Featherston St,2026-04-15,23,3,71,false,230,8,,222,6
Featherston St,2026-04-16,0,4,72,false,98,5,3,90,6
Featherston St,2026-04-16,1,4,73,false,65,1,1,63,5
Featherston St,2026-04-16,2,4,74,false,53,2,1,50,6
Featherston St,2026-04-16,3,4,75,false,62,1,,61,6
Featherston St,2026-04-16,4,4,76,false,135,1,4,130,5
Featherston St,2026-04-16,5,4,77,false,311,8,17,286,7
Featherston St,2026-04-16,6,4,78,false,1217,97,87,1033,7
Featherston St,2026-04-16,7,4,79,false,3047,386,330,2331,7
Featherston St,2026-04-16,8,4,80,false,4260,739,568,2953,7
Featherston St,2026-04-16,9,4,81,false,2526,365,155,2006,7
Featherston St,2026-04-16,10,4,82,false,2051,366,53,1632,7
Featherston St,2026-04-16,11,4,83,false,2125,447,53,1625,7
Featherston St,2026-04-16,12,4,84,false,2675,936,77,1662,7
Featherston St,2026-04-16,13,4,85,false,2465,713,61,1691,7
Featherston St,2026-04-16,14,4,86,false,1958,473,59,1426,7
Featherston St,2026-04-16,15,4,87,false,1891,310,39,1542,7
Featherston St,2026-04-16,16,4,88,false,2559,486,198,1875,7
Featherston St,2026-04-16,17,4,89,false,2734,559,239,1936,7
Featherston St,2026-04-16,18,4,90,false,1616,240,95,1281,7
Featherston St,2026-04-16,19,4,91,false,898,108,34,756,7
Featherston St,2026-04-16,20,4,92,false,664,69,15,580,7
Featherston St,2026-04-16,21,4,93,false,404,47,11,346,7
Featherston St,2026-04-16,22,4,94,false,272,16,1,255,7
Featherston St,2026-04-16,23,4,95,false,157,11,3,143,7
Featherston St,2026-04-17,0,5,96,false,100,1,,99,7
Featherston St,2026-04-17,1,5,97,false,54,1,,53,6
Featherston St,2026-04-17,2,5,98,false,50,,1,49,4
Featherston St,2026-04-17,3,5,99,false,57,4,,53,5
Featherston St,2026-04-17,4,5,100,false,123,1,3,119,6
Featherston St,2026-04-17,5,5,101,false,263,5,20,238,7
Featherston St,2026-04-17,6,5,102,false,1214,78,57,1079,7
Featherston St,2026-04-17,7,5,103,false,2842,290,264,2288,7
Featherston St,2026-04-17,8,5,104,false,3619,559,448,2612,7
Featherston St,2026-04-17,9,5,105,false,2355,341,119,1895,7
Featherston St,2026-04-17,10,5,106,false,2004,311,50,1643,7
Featherston St,2026-04-17,11,5,107,false,2123,389,61,1673,7
Featherston St,2026-04-17,12,5,108,false,2568,876,46,1646,7
Featherston St,2026-04-17,13,5,109,false,2229,610,78,1541,7
Featherston St,2026-04-17,14,5,110,false,1940,340,55,1545,7
Featherston St,2026-04-17,15,5,111,false,1940,266,75,1599,7
Featherston St,2026-04-17,16,5,112,false,2370,447,150,1773,7
Featherston St,2026-04-17,17,5,113,false,2325,383,218,1724,7
Featherston St,2026-04-17,18,5,114,false,1456,195,58,1203,7
Featherston St,2026-04-17,19,5,115,false,851,112,27,712,7
Featherston St,2026-04-17,20,5,116,false,636,57,31,548,7
Featherston St,2026-04-17,21,5,117,false,471,48,10,413,7
Featherston St,2026-04-17,22,5,118,false,414,30,2,382,7
Featherston St,2026-04-17,23,5,119,false,232,8,4,220,6
Featherston St,2026-04-18,0,6,120,true,224,7,4,213,7
Featherston St,2026-04-18,1,6,121,true,126,3,1,122,6
Featherston St,2026-04-18,2,6,122,true,91,,,91,7
Featherston St,2026-04-18,3,6,123,true,71,3,,68,6
Featherston St,2026-04-18,4,6,124,true,100,2,,98,5
Featherston St,2026-04-18,5,6,125,true,138,1,5,132,7
Featherston St,2026-04-18,6,6,126,true,207,5,6,196,7
Featherston St,2026-04-18,7,6,127,true,410,24,4,382,7
Featherston St,2026-04-18,8,6,128,true,686,47,8,631,7
Featherston St,2026-04-18,9,6,129,true,1284,93,8,1183,7
Featherston St,2026-04-18,10,6,130,true,1593,98,14,1481,7
Featherston St,2026-04-18,11,6,131,true,1838,137,7,1694,7
Featherston St,2026-04-18,12,6,132,true,1721,117,14,1590,7
Featherston St,2026-04-18,13,6,133,true,1575,118,17,1440,7
Featherston St,2026-04-18,14,6,134,true,1368,100,29,1239,7
Featherston St,2026-04-18,15,6,135,true,1146,63,7,1076,7
Featherston St,2026-04-18,16,6,136,true,1002,78,6,918,7
Featherston St,2026-04-18,17,6,137,true,961,76,7,878,7
Featherston St,2026-04-18,18,6,138,true,831,40,3,788,7
Featherston St,2026-04-18,19,6,139,true,615,36,7,572,7
Featherston St,2026-04-18,20,6,140,true,382,30,7,345,7
Featherston St,2026-04-18,21,6,141,true,338,12,1,325,7
Featherston St,2026-04-18,22,6,142,true,287,21,1,265,7
Featherston St,2026-04-18,23,6,143,true,203,8,3,192,7
Featherston St,2026-04-19,0,7,144,true,182,5,1,176,7
Featherston St,2026-04-19,1,7,145,true,154,1,,153,5
Featherston St,2026-04-19,2,7,146,true,113,1,,112,5
Featherston St,2026-04-19,3,7,147,true,74,2,2,70,5
Featherston St,2026-04-19,4,7,148,true,85,5,,80,6
Featherston St,2026-04-19,5,7,149,true,111,6,2,103,5
Featherston St,2026-04-19,6,7,150,true,239,8,9,222,7
Featherston St,2026-04-19,7,7,151,true,254,13,8,233,7
Featherston St,2026-04-19,8,7,152,true,433,54,15,364,7
Featherston St,2026-04-19,9,7,153,true,929,108,15,806,7
Featherston St,2026-04-19,10,7,154,true,1159,64,19,1076,7
Featherston St,2026-04-19,11,7,155,true,1372,66,16,1290,7
Featherston St,2026-04-19,12,7,156,true,1375,86,18,1271,7
Featherston St,2026-04-19,13,7,157,true,1362,89,15,1258,7
Featherston St,2026-04-19,14,7,158,true,1225,105,10,1110,7
Featherston St,2026-04-19,15,7,159,true,1142,131,28,983,7
Featherston St,2026-04-19,16,7,160,true,1035,118,20,897,7
Featherston St,2026-04-19,17,7,161,true,780,68,9,703,7
Featherston St,2026-04-19,18,7,162,true,615,66,3,546,7
Featherston St,2026-04-19,19,7,163,true,398,32,8,358,7
Featherston St,2026-04-19,20,7,164,true,311,40,5,266,7
Featherston St,2026-04-19,21,7,165,true,211,9,,202,7
Featherston St,2026-04-19,22,7,166,true,166,1,1,164,7
Featherston St,2026-04-19,23,7,167,true,114,1,,113,6
Featherston St,2026-04-20,0,1,0,false,54,,,54,6
Featherston St,2026-04-20,1,1,1,false,40,,,40,5
Featherston St,2026-04-20,2,1,2,false,37,,,37,6
Featherston St,2026-04-20,3,1,3,false,57,,,57,4
Featherston St,2026-04-20,4,1,4,false,96,1,2,93,7
Featherston St,2026-04-20,5,1,5,false,245,4,10,231,7
Featherston St,2026-04-20,6,1,6,false,1017,46,24,947,7
Featherston St,2026-04-20,7,1,7,false,2482,250,145,2087,7
Featherston St,2026-04-20,8,1,8,false,3471,473,226,2772,7
Featherston St,2026-04-20,9,1,9,false,2437,266,55,2116,7
Featherston St,2026-04-20,10,1,10,false,1486,151,11,1324,7
Featherston St,2026-04-20,11,1,11,false,1410,146,8,1256,7
Featherston St,2026-04-20,12,1,12,false,1641,298,19,1324,7
Featherston St,2026-04-20,13,1,13,false,1633,223,14,1396,7
Featherston St,2026-04-20,14,1,14,false,1748,253,27,1468,7
Featherston St,2026-04-20,15,1,15,false,1894,195,51,1648,7
Featherston St,2026-04-20,16,1,16,false,1408,134,42,1232,7
Featherston St,2026-04-20,17,1,17,false,1222,124,26,1072,7
Featherston St,2026-04-20,18,1,18,false,659,41,10,608,7
Featherston St,2026-04-20,19,1,19,false,433,35,3,395,7
Featherston St,2026-04-20,20,1,20,false,305,19,1,285,7
Featherston St,2026-04-20,21,1,21,false,214,3,4,207,7
Featherston St,2026-04-20,22,1,22,false,157,2,,155,6
Featherston St,2026-04-20,23,1,23,false,109,2,2,105,6
Featherston St,2026-04-21,0,2,24,false,80,,3,77,6
Featherston St,2026-04-21,1,2,25,false,49,,,49,6
Featherston St,2026-04-21,2,2,26,false,23,,1,22,5
Featherston St,2026-04-21,3,2,27,false,63,,1,62,5
Featherston St,2026-04-21,4,2,28,false,69,,1,68,6
Featherston St,2026-04-21,5,2,29,false,209,5,7,197,7
Featherston St,2026-04-21,6,2,30,false,786,35,10,741,7
Featherston St,2026-04-21,7,2,31,false,1516,104,26,1386,7
Featherston St,2026-04-21,8,2,32,false,1802,165,85,1552,7
Featherston St,2026-04-21,9,2,33,false,1487,103,19,1365,7
Featherston St,2026-04-21,10,2,34,false,1149,66,7,1076,7
Featherston St,2026-04-21,11,2,35,false,1186,84,4,1098,7
Featherston St,2026-04-21,12,2,36,false,1196,103,6,1087,7
Featherston St,2026-04-21,13,2,37,false,1130,101,10,1019,7
Featherston St,2026-04-21,14,2,38,false,1106,97,5,1004,7
Featherston St,2026-04-21,15,2,39,false,1076,86,13,977,7
Featherston St,2026-04-21,16,2,40,false,1252,134,19,1099,7
Featherston St,2026-04-21,17,2,41,false,1272,154,42,1076,7
Featherston St,2026-04-21,18,2,42,false,784,78,12,694,7
Featherston St,2026-04-21,19,2,43,false,546,50,5,491,7
Featherston St,2026-04-21,20,2,44,false,411,31,4,376,7
Featherston St,2026-04-21,21,2,45,false,289,20,5,264,7
Featherston St,2026-04-21,22,2,46,false,170,3,,167,6
Featherston St,2026-04-21,23,2,47,false,121,2,,119,5
Featherston St,2026-04-22,0,3,48,false,61,1,5,55,6
Featherston St,2026-04-22,1,3,49,false,48,1,,47,6
Featherston St,2026-04-22,2,3,50,false,46,,1,45,6
Featherston St,2026-04-22,3,3,51,false,60,,,60,6
Featherston St,2026-04-22,4,3,52,false,105,1,3,101,6
Featherston St,2026-04-22,5,3,53,false,218,6,7,205,7
Featherston St,2026-04-22,6,3,54,false,1137,66,12,1059,7
Featherston St,2026-04-22,7,3,55,false,2637,289,113,2235,7
Featherston St,2026-04-22,8,3,56,false,4045,576,286,3183,7
Featherston St,2026-04-22,9,3,57,false,3296,293,67,2936,7
Featherston St,2026-04-22,10,3,58,false,2062,203,8,1851,7
Featherston St,2026-04-22,11,3,59,false,2074,294,16,1764,7
Featherston St,2026-04-22,12,3,60,false,2298,556,27,1715,7
Featherston St,2026-04-22,13,3,61,false,2011,426,27,1558,7
Featherston St,2026-04-22,14,3,62,false,2073,306,32,1735,7
Featherston St,2026-04-22,15,3,63,false,2006,286,36,1684,7
Featherston St,2026-04-22,16,3,64,false,2607,405,86,2116,7
Featherston St,2026-04-22,17,3,65,false,2668,486,136,2046,7
Featherston St,2026-04-22,18,3,66,false,1339,202,54,1083,7
Featherston St,2026-04-22,19,3,67,false,843,101,16,726,7
Featherston St,2026-04-22,20,3,68,false,637,58,4,575,7
Featherston St,2026-04-22,21,3,69,false,560,99,6,455,7
Featherston St,2026-04-22,22,3,70,false,337,20,2,315,6
Featherston St,2026-04-22,23,3,71,false,162,6,,156,6
Featherston St,2026-04-23,0,4,72,false,83,,2,81,6
Featherston St,2026-04-23,1,4,73,false,50,2,,48,5
Featherston St,2026-04-23,2,4,74,false,50,,,50,7
Featherston St,2026-04-23,3,4,75,false,62,,1,61,6
Featherston St,2026-04-23,4,4,76,false,94,3,3,88,6
Featherston St,2026-04-23,5,4,77,false,293,9,9,275,7
Featherston St,2026-04-23,6,4,78,false,1221,92,64,1065,7
Featherston St,2026-04-23,7,4,79,false,3099,359,244,2496,7
Featherston St,2026-04-23,8,4,80,false,4347,680,517,3150,7
Featherston St,2026-04-23,9,4,81,false,3116,424,140,2552,7
Featherston St,2026-04-23,10,4,82,false,2080,299,50,1731,7
Featherston St,2026-04-23,11,4,83,false,2060,353,36,1671,7
Featherston St,2026-04-23,12,4,84,false,2541,831,54,1656,7
Featherston St,2026-04-23,13,4,85,false,2196,565,57,1574,7
Featherston St,2026-04-23,14,4,86,false,1886,350,50,1486,7
Featherston St,2026-04-23,15,4,87,false,2118,382,75,1661,7
Featherston St,2026-04-23,16,4,88,false,2767,592,170,2005,7
Featherston St,2026-04-23,17,4,89,false,3017,589,249,2179,7
Featherston St,2026-04-23,18,4,90,false,1691,230,101,1360,7
Featherston St,2026-04-23,19,4,91,false,1012,153,34,825,7
Featherston St,2026-04-23,20,4,92,false,702,75,18,609,7
Featherston St,2026-04-23,21,4,93,false,366,33,3,330,7
Featherston St,2026-04-23,22,4,94,false,316,20,4,292,7
Featherston St,2026-04-23,23,4,95,false,185,8,,177,7
Featherston St,2026-04-24,0,5,96,false,106,8,1,97,7
Featherston St,2026-04-24,1,5,97,false,65,2,,63,6
Featherston St,2026-04-24,2,5,98,false,62,4,1,57,5
Featherston St,2026-04-24,3,5,99,false,31,,,31,5
Featherston St,2026-04-24,4,5,100,false,101,3,4,94,7
Featherston St,2026-04-24,5,5,101,false,249,6,10,233,7
Featherston St,2026-04-24,6,5,102,false,1197,59,66,1072,7
Featherston St,2026-04-24,7,5,103,false,2735,320,265,2150,7
Featherston St,2026-04-24,8,5,104,false,4122,607,473,3042,7
Featherston St,2026-04-24,9,5,105,false,2468,364,167,1937,7
Featherston St,2026-04-24,10,5,106,false,1990,291,64,1635,7
Featherston St,2026-04-24,11,5,107,false,2255,409,61,1785,7
Featherston St,2026-04-24,12,5,108,false,2818,988,51,1779,7
Featherston St,2026-04-24,13,5,109,false,2420,762,53,1605,7
Featherston St,2026-04-24,14,5,110,false,1960,460,72,1428,7
Featherston St,2026-04-24,15,5,111,false,2249,385,72,1792,7
Featherston St,2026-04-24,16,5,112,false,2854,570,186,2098,7
Featherston St,2026-04-24,17,5,113,false,2536,502,171,1863,7
Featherston St,2026-04-24,18,5,114,false,1505,280,46,1179,7
Featherston St,2026-04-24,19,5,115,false,953,133,33,787,7
Featherston St,2026-04-24,20,5,116,false,713,78,7,628,7
Featherston St,2026-04-24,21,5,117,false,566,61,9,496,7
Featherston St,2026-04-24,22,5,118,false,444,59,,385,7
Featherston St,2026-04-24,23,5,119,false,330,30,7,293,7
Featherston St,2026-04-25,0,6,120,true,204,12,1,191,7
Featherston St,2026-04-25,1,6,121,true,140,2,,138,7
Featherston St,2026-04-25,2,6,122,true,81,4,4,73,5
Featherston St,2026-04-25,3,6,123,true,135,4,1,130,7
Featherston St,2026-04-25,4,6,124,true,92,1,3,88,7
Featherston St,2026-04-25,5,6,125,true,218,6,10,202,7
Featherston St,2026-04-25,6,6,126,true,217,12,6,199,7
Featherston St,2026-04-25,7,6,127,true,499,66,29,404,7
Featherston St,2026-04-25,8,6,128,true,672,128,27,517,7
Featherston St,2026-04-25,9,6,129,true,976,153,40,783,7
Featherston St,2026-04-25,10,6,130,true,1297,210,31,1056,7
Featherston St,2026-04-25,11,6,131,true,1389,213,39,1137,7
Featherston St,2026-04-25,12,6,132,true,1752,218,32,1502,7
Featherston St,2026-04-25,13,6,133,true,2010,271,48,1691,7
Featherston St,2026-04-25,14,6,134,true,1975,265,20,1690,7
Featherston St,2026-04-25,15,6,135,true,2197,358,39,1800,7
Featherston St,2026-04-25,16,6,136,true,1964,315,35,1614,7
Featherston St,2026-04-25,17,6,137,true,2176,359,27,1790,7
Featherston St,2026-04-25,18,6,138,true,2244,449,26,1769,7
Featherston St,2026-04-25,19,6,139,true,1555,229,13,1313,7
Featherston St,2026-04-25,20,6,140,true,608,43,14,551,7
