source,location,lat,lon,event_date,event_hour,is_weekend,metric,hits,sev_rank
metlink,Rongotai Road at Ross Street,-41.31859567,174.7982038,2026-04-01,7,false,delay_outlier,1,2
metlink,Wadestown Shops (near 98),-41.26181268,174.7746288,2026-04-01,7,false,delay_outlier,1,2
metlink,Muritai Road at Marine Parade (near 5),-41.28698765,174.901533,2026-04-01,7,false,delay_outlier,1,2
metlink,Waiwhetu - Wainui Road (near 50),-41.22836834,174.9167748,2026-04-01,7,false,dwell_outlier,2,2
metlink,Adelaide Road at Drummond St,-41.30482,174.77856,2026-04-01,7,false,dwell_outlier,1,2
metlink,Collier Avenue (near 20),-41.28782833999999,174.7282833,2026-04-01,7,false,dwell_outlier,1,2
metlink,Thorndon Quay at Motorway (near 243 - Northbound),-41.27001,174.78111,2026-04-01,7,false,delay_outlier,1,2
metlink,Mt Crawford,-41.29432422031406,174.8273774009254,2026-04-01,7,false,delay_outlier,1,2
metlink,Norrie Street opposite Te Rauparaha Park,-41.13225,174.83983,2026-04-01,7,false,dwell_outlier,1,2
metlink,Brooklyn School - Washington Avenue,-41.30580105,174.7666237,2026-04-01,7,false,dwell_outlier,1,2
metlink,Houghton Bay Road at Hornsey Road (near 57),-41.33205495,174.7871697,2026-04-01,7,false,dwell_outlier,1,2
metlink,Jeep Road at Forest Road,-40.94263861999999,174.9763167,2026-04-01,7,false,delay_outlier,1,3
metlink,Croydon Street at Versailles Street,-41.29186528999999,174.747259,2026-04-01,7,false,delay_outlier,1,2
metlink,Waiwhetu Road at Rodney Street (near 40),-41.22273227,174.9144628,2026-04-01,7,false,dwell_outlier,1,3
metlink,Messines Road (near 15),-41.28535188,174.7491152,2026-04-01,7,false,delay_outlier,1,2
metlink,Trentham School - Fergusson Drive (opposite),-41.12967041999999,175.0463687,2026-04-01,7,false,dwell_outlier,1,3
metlink,Kupe Street at Hamilton Road,-41.31025845,174.7929054,2026-04-01,7,false,delay_outlier,1,3
metlink,Wellington Hospital - Stop B,-41.30877386,174.7782912,2026-04-01,7,false,dwell_outlier,1,3
metlink,Manly Street at Mahana Road (near 152),-40.88045325,174.9887067,2026-04-01,7,false,delay_outlier,1,2
metlink,Karori Road opposite St Teresa's School,-41.28536061,174.7350564,2026-04-01,7,false,delay_outlier,2,2
metlink,High Street opposite Knox Presbyterian Church,-41.20356086,174.919032,2026-04-01,7,false,delay_outlier,2,2
metlink,Taiaroa Street (near 10),-41.33239377,174.8172926,2026-04-01,7,false,delay_outlier,1,2
metlink,Kelburn Normal School - Upland Rd (opposite),-41.28724432,174.7608686,2026-04-01,7,false,delay_outlier,1,2
metlink,Rimu Road - Rimu Village,-40.92156156,174.9971828,2026-04-01,7,false,delay_outlier,1,3
metlink,Middleton Road (near 18),-41.21976284,174.8084443,2026-04-01,7,false,dwell_outlier,2,3
metlink,Main Road at Stanley Street (near 93),-41.26910117,174.9530643,2026-04-01,7,false,dwell_outlier,1,3
metlink,Branscombe Street at Lomita Road,-41.21728266,174.8000257,2026-04-01,7,false,dwell_outlier,1,3
metlink,Lyttelton Avenue at Walton Leigh Avenue,-41.13783999999999,174.842461,2026-04-01,7,false,dwell_outlier,1,3
metlink,Martin Road (near 59),-40.88843703,174.9958301,2026-04-01,7,false,delay_outlier,1,2
metlink,Karori Road (near 381),-41.28698,174.72676,2026-04-01,7,false,bunching,1,2
metlink,High Street at Lincoln Avenue,-41.200277,174.933801,2026-04-01,7,false,dwell_outlier,2,2
metlink,Gray Avenue at Callender Terrace (near 36),-40.89244143,174.9934577,2026-04-01,7,false,delay_outlier,2,2
metlink,Lower Hutt - Queensgate - Stop C,-41.21037055,174.904918,2026-04-01,7,false,delay_outlier,1,2
metlink,Campbell Street (near 106),-41.29157574,174.7425937,2026-04-01,7,false,delay_outlier,1,2
metlink,Rosetta Road at Menin Road (near 188),-40.92765705,174.9780079,2026-04-01,7,false,delay_outlier,2,2
metlink,Hill Road at Foster Crescent (near 60),-41.18791631,174.9227482,2026-04-01,7,false,delay_outlier,1,2
metlink,McLeod Street opposite Robertson Street,-41.11706984,175.0609843,2026-04-01,7,false,dwell_outlier,1,2
metlink,Kirton Drive at Ronald Scott Grove,-41.10948888,175.04112037,2026-04-01,7,false,dwell_outlier,1,3
metlink,Main Road Tawa at St Francis Xavier School,-41.1792393,174.8249733,2026-04-01,7,false,delay_outlier,1,2
metlink,Stokes Valley Road at Manuka Street (near 357),-41.18446685,174.982738,2026-04-01,7,false,delay_outlier,2,3
metlink,Gray Avenue at Martin Road (near 83),-40.88995314999999,174.9967065,2026-04-01,7,false,delay_outlier,1,2
metlink,Awarua Street Station,-41.24650333999999,174.7742774,2026-04-01,7,false,delay_outlier,1,2
metlink,Hobart Street at Chelsea Street,-41.31937494999999,174.8146608,2026-04-01,7,false,dwell_outlier,1,2
metlink,Gallipoli Road near Cassino Grove,-41.14350226,175.0333346,2026-04-01,7,false,dwell_outlier,1,2
metlink,The Terrace opposite MacDonald Crescent,-41.2909638,174.7708808,2026-04-01,7,false,delay_outlier,1,2
metlink,Guildford Drive opposite Santa Teresa Court,-40.89325751,174.998349,2026-04-01,7,false,delay_outlier,1,2
metlink,Karori - Karori Road,-41.2883212,174.72390033,2026-04-01,7,false,bunching,1,2
metlink,Dowse Drive (opposite 56),-41.21377452,174.8786556,2026-04-01,7,false,dwell_outlier,1,3
metlink,Nevay Road (opposite 50),-41.30870629999999,174.82858,2026-04-01,7,false,delay_outlier,1,3
metlink,Wellington Road at Dublin Street (near 128),-41.24710016,174.9438162,2026-04-01,7,false,dwell_outlier,1,2
metlink,Mairangi Road at Norwich Street,-41.26464222,174.7663492,2026-04-01,7,false,delay_outlier,1,2
metlink,Miramar Shops - Stop A,-41.315824,174.814952,2026-04-01,7,false,delay_outlier,4,2
metlink,Grosvenor Terrace (near 22),-41.26596307,174.77994415,2026-04-01,7,false,delay_outlier,1,2
metlink,Pembroke Road at Hereford Street,-41.27150272,174.7594903,2026-04-01,7,false,dwell_outlier,1,2
metlink,Broadmeadows - Rajkot Terrace,-41.23655,174.79749,2026-04-01,7,false,dwell_outlier,1,2
metlink,Chaytor Street at Joll Street,-41.28269364,174.7521488,2026-04-01,7,false,bunching,1,2
metlink,Dimock Street (near 141),-41.09915275,174.84253321,2026-04-01,7,false,delay_outlier,1,2
metlink,Discovery Drive (near 78),-41.11621705999999,174.890163,2026-04-01,7,false,dwell_outlier,1,2
metlink,Salamanca Road at The Terrace,-41.28879378,174.7714192,2026-04-01,7,false,delay_outlier,2,2
metlink,Wainuiomata Road at Parkway (near 189),-41.25463520999999,174.9295976,2026-04-01,7,false,dwell_outlier,2,2
metlink,Arawa Road at Hohiria Road,-41.29878189,174.801071,2026-04-01,7,false,dwell_outlier,1,2
metlink,Ngaio Road (opposite 31),-40.8753993,175.06178017,2026-04-01,7,false,dwell_outlier,1,2
metlink,Raumati Beach Shops - Raumati Road (near 15),-40.91921769,174.98293242,2026-04-01,7,false,delay_outlier,1,2
metlink,Oriental Parade Opposite Freyberg Pool,-41.29130039999999,174.7898782,2026-04-01,7,false,dwell_outlier,1,2
metlink,Glenmore Street at Kelburn Viaduct,-41.28783562,174.7575408,2026-04-01,7,false,dwell_outlier,1,2
metlink,Naenae Road at Vogel Street (near 154),-41.20226008,174.9482127,2026-04-01,7,false,dwell_outlier,1,3
metlink,Wilton Road opposite Purakau Avenue,-41.26213039,174.7656847,2026-04-01,7,false,delay_outlier,1,2
metlink,Boulcott Village (near 696),-41.20323341999999,174.9278478,2026-04-01,7,false,dwell_outlier,1,2
metlink,Muritai Road at Houhere Terrace (near 108),-41.28862984,174.9002671,2026-04-01,7,false,delay_outlier,1,2
metlink,Nevay Road at Totara Road,-41.30369984,174.8291769,2026-04-01,7,false,delay_outlier,1,2
metlink,Kāpiti Road at Golf Road,-40.89164135,174.9823947,2026-04-01,7,false,delay_outlier,1,2
metlink,Raumati Road at Matai Road (opposite 68),-40.92115685,174.989333,2026-04-01,7,false,delay_outlier,1,2
metlink,Karori Road at St Teresa's School,-41.28556869,174.7347914,2026-04-01,7,false,bunching,1,3
metlink,Chaytor Street opposite Curtis Street,-41.28455607,174.75292172,2026-04-01,7,false,bunching,1,2
metlink,Newlands College - Bracken Road,-41.2188169,174.8227332,2026-04-01,7,false,dwell_outlier,2,3
metlink,Marsden Village - Karori Road at Lancaster Street,-41.28224548,174.7463543,2026-04-01,7,false,bunching,1,2
metlink,Beauchamp Street (near 76),-41.290247,174.739651,2026-04-01,7,false,delay_outlier,1,3
metlink,Kelburn Village - Upland Road (St Michael's),-41.28928589,174.7628342,2026-04-01,7,false,delay_outlier,1,2
metlink,Mandalay Terrace at Narbada Crescent,-41.24630766,174.8044026,2026-04-01,7,false,delay_outlier,1,2
metlink,Churchill Drive at Wilton Bush Road,-41.263201,174.763316,2026-04-01,7,false,delay_outlier,1,2
metlink,Sunbrae Drive at Ecclesfield Grove,-41.15405362,175.0120906,2026-04-01,7,false,delay_outlier,1,2
metlink,Hewer Crescent at Sladden Street,-41.19425085999999,174.9531027,2026-04-01,7,false,dwell_outlier,1,3
metlink,Onepu Road at Lyall Bay Shops,-41.3254424,174.795353,2026-04-01,7,false,delay_outlier,1,2
metlink,Bedford Street at Durham Street (near 70),-41.14574565,174.8634855,2026-04-01,7,false,dwell_outlier,1,2
metlink,Colway Street (near 62),-41.25003,174.77963,2026-04-01,7,false,dwell_outlier,1,2
metlink,High Street opposite 1401,-41.16650245999999,174.9693231,2026-04-01,7,false,delay_outlier,1,3
metlink,Nevay Road (opposite 16),-41.31069647999999,174.8280383,2026-04-01,7,false,delay_outlier,1,3
metlink,Stokes Valley - Rakau Grove,-41.19371071,174.9846864,2026-04-01,7,false,delay_outlier,1,3
metlink,Beauchamp Street opposite Dasent Street,-41.28767372,174.7385491,2026-04-01,7,false,dwell_outlier,1,2
metlink,Main Road at Fitzherbert Road,-41.26324438999999,174.9478761,2026-04-01,7,false,dwell_outlier,1,2
metlink,Raroa Station,-41.23225739,174.80174787,2026-04-01,7,false,dwell_outlier,1,2
metlink,Kilbirnie - Stop C,-41.31730620852187,174.79553243322877,2026-04-01,7,false,delay_outlier,3,3
metlink,Paparangi School - Beazley Avenue (opposite),-41.21481820999999,174.8192822,2026-04-01,7,false,dwell_outlier,1,2
metlink,High Street North (near 238),-41.02012639,175.5321187,2026-04-01,7,false,dwell_outlier,1,3
metlink,Adelaide Road at Hall Street (near 254),-41.31032657,174.7768999,2026-04-01,7,false,dwell_outlier,1,2
metlink,Lambton Quay North - Stop C,-41.28013615821343,174.77596748760553,2026-04-01,7,false,delay_outlier,4,3
metlink,Beauchamp Street (near 60),-41.28910709,174.7390648,2026-04-01,7,false,delay_outlier,1,3
metlink,Pembroke Road (near 203),-41.27064127,174.76281,2026-04-01,7,false,dwell_outlier,2,2
metlink,Constable Street at Owen Street (near 77),-41.31300862,174.7840211,2026-04-01,7,false,dwell_outlier,1,2
metlink,Moxham Avenue at Raupo Street (near 87),-41.30749464,174.7930105,2026-04-01,7,false,delay_outlier,2,3
metlink,Taranaki Street at Abel Smith Street,-41.29718895,174.7760654,2026-04-01,7,false,dwell_outlier,2,3
metlink,Wainuiomata Shopping Centre at Library,-41.26202439,174.9454525,2026-04-01,7,false,dwell_outlier,1,3
metlink,Elizabeth Street at Kent Terrace,-41.2958177,174.7831941,2026-04-01,7,false,dwell_outlier,2,3
metlink,Guildford Drive (opposite 106),-40.895116,175.000625,2026-04-01,7,false,delay_outlier,2,3
metlink,Menin Road opposite Miro Road,-40.92801732,174.98205563,2026-04-01,7,false,delay_outlier,2,2
metlink,McColl Street (near 46),-41.31630391,174.7689383,2026-04-01,7,false,delay_outlier,1,3
metlink,Homebush Road at Onslow Road,-41.25098567,174.80477,2026-04-01,7,false,delay_outlier,1,2
metlink,Campbell Street (near 136),-41.29334933,174.7444323,2026-04-01,7,false,delay_outlier,1,2
metlink,Featherston Street at Waring Taylor Street,-41.28224,174.77768,2026-04-01,7,false,dwell_outlier,2,3
metlink,Aero Club - Kāpiti Road,-40.902003,174.9926764,2026-04-01,7,false,delay_outlier,1,2
metlink,Moana Road at Highbury Road,-41.29162075,174.7574036,2026-04-01,7,false,dwell_outlier,1,3
metlink,Awa Road at Totara Road,-41.3121105,174.82551846,2026-04-01,7,false,delay_outlier,1,2
metlink,Nevay Road at Taipakupaku Road,-41.3063522,174.8293504,2026-04-01,7,false,delay_outlier,1,2
metlink,Courtenay Place at Courtenay Central,-41.29289647,174.77989,2026-04-01,7,false,bunching,4,3
metlink,Grafton Road (near 171),-41.29678808,174.8018522,2026-04-01,7,false,delay_outlier,2,2
metlink,Hill Road (near 77),-41.18677576999999,174.9209263,2026-04-01,7,false,dwell_outlier,1,2
metlink,Stokes Valley Road at Chittick Street (near 300),-41.17943158,174.9822284,2026-04-01,7,false,dwell_outlier,1,3
metlink,Tawa Mall - Main Road (near 206),-41.16978008,174.8250683,2026-04-01,7,false,delay_outlier,1,2
metlink,McLean Street at Kāpiti Road,-40.89434811999999,174.98315292,2026-04-01,7,false,delay_outlier,1,2
metlink,Massey University - Wallace Street (opposite),-41.30190388,174.7740434,2026-04-01,7,false,delay_outlier,1,2
metlink,Park Road at Brussels Street,-41.31327682,174.8186728,2026-04-01,7,false,delay_outlier,2,2
metlink,Miramar North Road (near 103),-41.30412503,174.8221213,2026-04-01,7,false,dwell_outlier,1,2
metlink,Johnsonville - Stop B,-41.222872,174.805259,2026-04-01,7,false,dwell_outlier,2,2
metlink,Norwich Street at Mairangi Road,-41.26437028,174.7664613,2026-04-01,7,false,dwell_outlier,1,2
metlink,Onepu Road at Lyall Parade (near 222),-41.328676,174.795263,2026-04-01,7,false,delay_outlier,1,2
metlink,Rintoul Street opposite Wakefield Hospital,-41.31671,174.77797,2026-04-01,7,false,dwell_outlier,1,2
metlink,Worser Bay - Marine Parade (opposite 185),-41.31463618,174.827639,2026-04-01,7,false,delay_outlier,1,2
metlink,Ranui Crescent (near 73),-41.24705732999999,174.7967853,2026-04-01,7,false,delay_outlier,1,2
metlink,Ngauranga - Hutt Road (next to motorway),-41.24820366,174.81238285,2026-04-01,7,false,delay_outlier,1,2
metlink,Cambridge Terrace at Vivian Street,-41.29676236,174.78210919,2026-04-01,7,false,dwell_outlier,1,2
