ANOMALY_ID,DETECTOR,DETECTOR_NAME,SERVICE_DATE,EVENT_HOUR,DAY_NAME,ENTITY_TYPE,ROUTE_ID,ROUTE_SHORT_NAME,MODE,STOP_ID,STOP_NAME,STOP_LAT,STOP_LON,OBSERVED_VALUE,EXPECTED_VALUE,SCORE,SEVERITY,DETAIL
D05|220__0__461__TZM__303__4__303__4_20260719|20260418|25,D05,dwell_outlier,2026-04-18,22,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__413__TZM__305__2__305__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,9,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__741__TZM__308__308_20260719|20260425|25,D05,dwell_outlier,2026-04-25,18,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,548.0,6.0,54.2,HIGH,220 held 548s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__421__TZM__308__1__308__1_20260719|20260404|25,D05,dwell_outlier,2026-04-04,11,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__713__TZM__304__304_20260719|20260419|25,D05,dwell_outlier,2026-04-19,11,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__453__TZM__311__311_20260719|20260418|25,D05,dwell_outlier,2026-04-18,19,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__725__TZM__306__306_20260719|20260426|25,D05,dwell_outlier,2026-04-26,14,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,5.0,54.2,HIGH,220 held 547s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__717__TZM__306__306_20260719|20260403|25,D05,dwell_outlier,2026-04-03,12,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,548.0,6.0,54.2,HIGH,220 held 548s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__705__TZM__305__1__305__1_20260719|20260406|25,D05,dwell_outlier,2026-04-06,9,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__417__TZM__309__2__309__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,10,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__429__TZM__311__311_20260719|20260411|25,D05,dwell_outlier,2026-04-11,13,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__749__TZM__308__308_20260719|20260426|25,D05,dwell_outlier,2026-04-26,20,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__701__TZM__306__306_20260719|20260403|25,D05,dwell_outlier,2026-04-03,8,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__433__TZM__309__2__309__2_20260719|20260418|25,D05,dwell_outlier,2026-04-18,14,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__721__TZM__304__304_20260719|20260426|25,D05,dwell_outlier,2026-04-26,13,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__401__TZM__304__1__304__1_20260719|20260418|25,D05,dwell_outlier,2026-04-18,6,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,548.0,7.0,54.1,HIGH,220 held 548s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__737__TZM__304__304_20260719|20260403|25,D05,dwell_outlier,2026-04-03,17,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__749__TZM__308__308_20260719|20260425|25,D05,dwell_outlier,2026-04-25,20,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__751__TZM__302__2__302__2_20260719|20260426|25,D05,dwell_outlier,2026-04-26,7,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,548.0,7.0,54.1,HIGH,220 held 548s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__461__TZM__303__4__303__4_20260719|20260404|25,D05,dwell_outlier,2026-04-04,22,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__459__TZM__312__2__312__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,21,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__729__TZM__304__304_20260719|20260427|25,D05,dwell_outlier,2026-04-27,15,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,6.0,54.1,HIGH,220 held 547s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__459__TZM__312__2__312__2_20260719|20260418|25,D05,dwell_outlier,2026-04-18,21,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,5.0,54.1,HIGH,220 held 546s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__721__TZM__304__304_20260719|20260419|25,D05,dwell_outlier,2026-04-19,13,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,5.0,54.0,HIGH,220 held 545s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__733__TZM__303__2__303__2_20260719|20260425|25,D05,dwell_outlier,2026-04-25,16,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__725__TZM__306__306_20260719|20260425|25,D05,dwell_outlier,2026-04-25,14,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__725__TZM__306__306_20260719|20260406|25,D05,dwell_outlier,2026-04-06,14,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__713__TZM__304__304_20260719|20260403|25,D05,dwell_outlier,2026-04-03,11,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__733__TZM__303__2__303__2_20260719|20260406|25,D05,dwell_outlier,2026-04-06,16,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__463__TZM__312__2__312__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,23,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,5.0,54.0,HIGH,220 held 545s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__741__TZM__308__308_20260719|20260412|25,D05,dwell_outlier,2026-04-12,18,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,7.0,54.0,HIGH,220 held 547s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__401__TZM__304__1__304__1_20260719|20260411|25,D05,dwell_outlier,2026-04-11,6,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,547.0,7.0,54.0,HIGH,220 held 547s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__709__TZM__306__306_20260719|20260412|25,D05,dwell_outlier,2026-04-12,10,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,5.0,54.0,HIGH,220 held 545s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__745__TZM__307__307_20260719|20260419|25,D05,dwell_outlier,2026-04-19,19,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__733__TZM__303__2__303__2_20260719|20260403|25,D05,dwell_outlier,2026-04-03,16,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__425__TZM__309__2__309__2_20260719|20260418|25,D05,dwell_outlier,2026-04-18,12,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,5.0,54.0,HIGH,220 held 545s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__749__TZM__308__308_20260719|20260406|25,D05,dwell_outlier,2026-04-06,20,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__745__TZM__307__307_20260719|20260425|25,D05,dwell_outlier,2026-04-25,19,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,6.0,54.0,HIGH,220 held 546s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__425__TZM__309__2__309__2_20260719|20260404|25,D05,dwell_outlier,2026-04-04,12,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,5.0,54.0,HIGH,220 held 545s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__733__TZM__303__2__303__2_20260719|20260412|25,D05,dwell_outlier,2026-04-12,16,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__441__TZM__309__2__309__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,16,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__737__TZM__304__304_20260719|20260426|25,D05,dwell_outlier,2026-04-26,17,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__721__TZM__304__304_20260719|20260406|25,D05,dwell_outlier,2026-04-06,13,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__749__TZM__308__308_20260719|20260403|25,D05,dwell_outlier,2026-04-03,20,Friday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__437__TZM__301__1__301__1_20260719|20260411|25,D05,dwell_outlier,2026-04-11,15,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,5.0,53.9,HIGH,220 held 544s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__437__TZM__301__1__301__1_20260719|20260418|25,D05,dwell_outlier,2026-04-18,15,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,5.0,53.9,HIGH,220 held 544s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__737__TZM__304__304_20260719|20260406|25,D05,dwell_outlier,2026-04-06,17,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__701__TZM__306__306_20260719|20260425|25,D05,dwell_outlier,2026-04-25,8,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__729__TZM__304__304_20260719|20260425|25,D05,dwell_outlier,2026-04-25,15,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__751__TZM__302__2__302__2_20260719|20260412|25,D05,dwell_outlier,2026-04-12,7,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__717__TZM__306__306_20260719|20260419|25,D05,dwell_outlier,2026-04-19,12,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,5.0,53.9,HIGH,220 held 544s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__725__TZM__306__306_20260719|20260412|25,D05,dwell_outlier,2026-04-12,14,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,5.0,53.9,HIGH,220 held 544s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__733__TZM__303__2__303__2_20260719|20260405|25,D05,dwell_outlier,2026-04-05,16,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__701__TZM__306__306_20260719|20260405|25,D05,dwell_outlier,2026-04-05,8,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,546.0,7.0,53.9,HIGH,220 held 546s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__709__TZM__306__306_20260719|20260427|25,D05,dwell_outlier,2026-04-27,10,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,6.0,53.9,HIGH,220 held 545s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__717__TZM__306__306_20260719|20260426|25,D05,dwell_outlier,2026-04-26,12,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__745__TZM__307__307_20260719|20260427|25,D05,dwell_outlier,2026-04-27,19,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,6.0,53.8,HIGH,220 held 544s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__701__TZM__306__306_20260719|20260427|25,D05,dwell_outlier,2026-04-27,8,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,6.0,53.8,HIGH,220 held 544s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__405__TZM__303__4__303__4_20260719|20260404|25,D05,dwell_outlier,2026-04-04,7,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,545.0,7.0,53.8,HIGH,220 held 545s at Porirua Station - Stop A vs typical 7.0s
D05|220__0__433__TZM__309__2__309__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,14,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__437__TZM__301__1__301__1_20260719|20260404|25,D05,dwell_outlier,2026-04-04,15,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__425__TZM__309__2__309__2_20260719|20260411|25,D05,dwell_outlier,2026-04-11,12,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__713__TZM__304__304_20260719|20260406|25,D05,dwell_outlier,2026-04-06,11,Monday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,6.0,53.8,HIGH,220 held 544s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__705__TZM__305__1__305__1_20260719|20260412|25,D05,dwell_outlier,2026-04-12,9,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
D05|220__0__713__TZM__304__304_20260719|20260425|25,D05,dwell_outlier,2026-04-25,11,Saturday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,544.0,6.0,53.8,HIGH,220 held 544s at Porirua Station - Stop A vs typical 6.0s
D05|220__0__713__TZM__304__304_20260719|20260412|25,D05,dwell_outlier,2026-04-12,11,Sunday,STOP_EVENT,2200,220,BUS,2001,Porirua Station - Stop A,-41.1374245,174.8432338,543.0,5.0,53.8,HIGH,220 held 543s at Porirua Station - Stop A vs typical 5.0s
