SiteRef,site_name,site_description,state_highway,sitetype,lat,lon,no_location,count_date,day_name,is_weekend,total_count,heavy_count,light_count,lanes_reporting,baseline_median,baseline_mad,baseline_n,ratio,robust_z,severity,direction
00250978,Nth of Ngauranga Interchange - NB ON Ramp,Nth of Ngauranga Interchange - NB ON Ramp,2,Regional Continuous,-41.24370396933813,174.81924244548568,false,2026-04-03,Friday,false,8473.0,,8473.0,1,15333.0,836.0,22,0.553,-5.535,HIGH,DROP
01N31066,Newlands Interchange - SB On Ramp,Newlands Interchange - SB On Ramp,1N,Regional Continuous,-41.233099481748596,174.80854653223355,false,2026-04-27,Monday,false,6822.0,,6822.0,1,10148.5,408.5,22,0.672,-5.493,HIGH,DROP
01K41023,Kapiti Rd Int Northbound Off Ramp,Kapiti Rd Int Northbound Off Ramp,1K,Regional Continuous,-40.9099728549411,174.99738667612903,false,2026-04-06,Monday,false,2385.0,53.5,2331.5,1,3715.0,163.5,22,0.642,-5.487,HIGH,DROP
01N41066,Newlands Interchange - NB Off Ramp,Newlands Interchange - NB Off Ramp,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-03,Friday,false,3942.0,,3942.0,1,6754.0,347.5,22,0.584,-5.458,HIGH,DROP
00210961,Haywards Interchange Increasing,Haywards Interchange Increasing,2,Regional Continuous,-41.15727510019238,174.9767825027756,false,2026-04-27,Monday,false,10213.0,139.5,10073.5,2,14899.0,584.0,19,0.685,-5.412,HIGH,DROP
01N61071,Murphy St - SB Off Ramp,Murphy St - SB Off Ramp,1N,Regional Continuous,-41.2713682252429,174.77895149097245,false,2026-04-06,Monday,false,2270.0,,2270.0,1,5013.5,343.0,22,0.453,-5.395,HIGH,DROP
01K31017,Te Moana Int Southbound On Ramp,Te Moana Int Southbound On Ramp,1K,Regional Continuous,-40.870793791896254,175.03220160920256,false,2026-04-21,Tuesday,false,4221.0,87.0,4134.0,1,5384.5,146.0,22,0.784,-5.375,HIGH,DROP
01N31065,Johnsonville - SB On Ramp,Johnsonville - SB On Ramp,1N,Regional Continuous,-41.23101115029241,174.81019538468675,false,2026-04-06,Monday,false,6276.0,,6276.0,1,10155.0,487.0,12,0.618,-5.372,HIGH,DROP
00220980,,NGAURANGA SH2 - WTOC - NB,,,,,true,2026-04-20,Monday,false,16779.0,1544.0,15235.0,2,22914.0,776.0,14,0.732,-5.332,HIGH,DROP
00210979,NGAURANGA SH2 - Telemetry Site 3 - SB,NGAURANGA SH2 - Telemetry Site 3 - SB,2,Telemetry,-41.24907256298991,174.81174090920283,false,2026-04-27,Monday,false,15354.0,208.0,15146.0,2,23092.5,981.0,22,0.665,-5.321,HIGH,DROP
01K61011,Peka Peka Int Southbound Off Ramp,Peka Peka Int Southbound Off Ramp,1K,Regional Continuous,-40.8387974809201,175.08773044117217,false,2026-04-27,Monday,false,1129.0,52.0,1077.0,1,1659.0,67.5,22,0.681,-5.296,HIGH,DROP
01K61011,Peka Peka Int Southbound Off Ramp,Peka Peka Int Southbound Off Ramp,1K,Regional Continuous,-40.8387974809201,175.08773044117217,false,2026-04-07,Tuesday,false,2187.0,143.5,2043.5,1,1659.0,67.5,22,1.318,5.276,HIGH,SURGE
01N61071,Murphy St - SB Off Ramp,Murphy St - SB Off Ramp,1N,Regional Continuous,-41.2713682252429,174.77895149097245,false,2026-04-27,Monday,false,2348.0,,2348.0,1,5013.5,343.0,22,0.468,-5.242,HIGH,DROP
01N61072,Hawkestone Interchange - SB Off Ramp,Hawkestone Interchange - SB Off Ramp,1N,Regional Continuous,-41.27347974656232,174.77634625382,false,2026-04-21,Tuesday,false,2287.0,,2287.0,1,4294.5,258.5,22,0.533,-5.238,HIGH,DROP
01N41062,Grenada Interchange - NB Off Ramp,Grenada Interchange - NB Off Ramp,1N,Regional Continuous,-41.20629231777751,174.81792582487125,false,2026-04-21,Tuesday,false,2374.0,,2374.0,1,3904.5,198.0,16,0.608,-5.214,HIGH,DROP
01N01064,Nth of Helston Rd Overbridge - Both,Nth of Helston Rd Overbridge - Both,1N,Regional Continuous,-41.21937075730389,174.81042501618032,false,2026-04-03,Friday,false,32750.0,,32750.0,4,52159.5,2519.5,22,0.628,-5.196,HIGH,DROP
01N21066,Newlands Interchange - NB Through Traffic,Newlands Interchange - NB Through Traffic,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-21,Tuesday,false,21171.0,,21171.0,3,33766.5,1640.5,22,0.627,-5.179,HIGH,DROP
01N11066,Newlands Interchange - SB Through Traffic,Newlands Interchange - SB Through Traffic,1N,Regional Continuous,-41.233099481748596,174.80854653223355,false,2026-04-06,Monday,false,21369.0,,21369.0,3,30647.5,1210.5,22,0.697,-5.17,HIGH,DROP
00250972,Dowse Interchange - NB ON Ramp,Dowse Interchange - NB ON Ramp,2,Regional Continuous,-41.21515183550086,174.88402229071446,false,2026-04-21,Tuesday,false,3663.0,,3663.0,1,5889.0,291.0,22,0.622,-5.16,HIGH,DROP
00220965,KELSON - Telemetry Site 99 - NB Lanes,KELSON - Telemetry Site 99 - NB Lanes,2,Telemetry,-41.18295836375429,174.94195132186667,false,2026-04-21,Tuesday,false,10915.0,522.0,10393.0,2,20625.0,1276.0,22,0.529,-5.133,HIGH,DROP
01N21066,Newlands Interchange - NB Through Traffic,Newlands Interchange - NB Through Traffic,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-06,Monday,false,21341.0,,21341.0,3,33766.5,1640.5,22,0.632,-5.109,HIGH,DROP
01N41060,Tawa Interchange - NB Off Ramp,Tawa Interchange - NB Off Ramp,1N,Regional Continuous,-41.18778346721265,174.8321888093175,false,2026-04-06,Monday,false,5346.0,,5346.0,1,8377.0,402.5,22,0.638,-5.079,HIGH,DROP
01K51011,Peka Peka Int Northbound On Ramp,Peka Peka Int Northbound On Ramp,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-02,Thursday,false,2218.0,159.5,2058.5,1,1526.0,92.0,22,1.453,5.073,HIGH,SURGE
01N01064,Nth of Helston Rd Overbridge - Both,Nth of Helston Rd Overbridge - Both,1N,Regional Continuous,-41.21937075730389,174.81042501618032,false,2026-04-21,Tuesday,false,33290.0,,33290.0,4,52159.5,2519.5,22,0.638,-5.052,HIGH,DROP
05300001,West of Donalds Bridge,West of Donalds Bridge,53,Regional Continuous,-41.12242973291852,175.33277383734466,false,2026-04-21,Tuesday,false,809.0,,809.0,2,2542.5,232.5,22,0.318,-5.029,HIGH,DROP
00230974,Petone - SB ON Ramp,Petone - SB ON Ramp,2,Regional Continuous,-41.22436769554513,174.85771852715826,false,2026-04-21,Tuesday,false,9345.0,,9345.0,1,14240.5,657.0,22,0.656,-5.026,HIGH,DROP
01N21066,Newlands Interchange - NB Through Traffic,Newlands Interchange - NB Through Traffic,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-03,Friday,false,21593.0,,21593.0,3,33766.5,1640.5,22,0.639,-5.005,HIGH,DROP
01K41023,Kapiti Rd Int Northbound Off Ramp,Kapiti Rd Int Northbound Off Ramp,1K,Regional Continuous,-40.9099728549411,174.99738667612903,false,2026-04-21,Tuesday,false,2503.0,75.0,2428.0,1,3715.0,163.5,22,0.674,-5.0,HIGH,DROP
05910025,Mungavin Interchange  - SB Through Traffic,Mungavin Interchange  - SB Through Traffic,59,Regional Continuous,-41.14067619019408,174.84472805131063,false,2026-04-12,Sunday,true,3041.0,60.0,2981.0,2,4954.0,259.5,8,0.614,-4.972,HIGH,DROP
01N60999,PP2O â€“ Waitohu Stream SB Offramp,PP2O – Waitohu Stream SB Offramp,1N,Regional Continuous,-40.75537295347653,175.161564026844,false,2026-04-27,Monday,false,1805.0,85.0,1720.0,1,2751.5,128.5,22,0.656,-4.968,HIGH,DROP
00260978,Nth of Ngauranga Interchange - SB OFF Ramp,Nth of Ngauranga Interchange - SB OFF Ramp,2,Regional Continuous,-41.246493097483416,174.81598994172566,false,2026-04-03,Friday,false,8215.0,,8215.0,1,14575.0,867.5,22,0.564,-4.945,HIGH,DROP
00240974,Petone - NB OFF Ramp,Petone - NB OFF Ramp,2,Regional Continuous,-41.22399992836928,174.8581853527085,false,2026-04-27,Monday,false,10787.0,,10787.0,1,15645.5,663.5,22,0.689,-4.939,HIGH,DROP
01N11072,Hawkestone Interchange - SB Through Traffic,Hawkestone Interchange - SB Through Traffic,1N,Regional Continuous,-41.27570477419336,174.7739707358753,false,2026-04-06,Monday,false,18437.0,,18437.0,4,26099.0,1048.0,22,0.706,-4.931,HIGH,DROP
00230972,Dowse Interchange - SB ON Ramp,Dowse Interchange - SB ON Ramp,2,Regional Continuous,-41.21681441865065,174.88037203040545,false,2026-04-03,Friday,false,3278.0,,3278.0,1,7082.0,523.0,22,0.463,-4.906,HIGH,DROP
01N11072,Hawkestone Interchange - SB Through Traffic,Hawkestone Interchange - SB Through Traffic,1N,Regional Continuous,-41.27570477419336,174.7739707358753,false,2026-04-27,Monday,false,18481.0,,18481.0,4,26099.0,1048.0,22,0.708,-4.903,HIGH,DROP
01N41062,Grenada Interchange - NB Off Ramp,Grenada Interchange - NB Off Ramp,1N,Regional Continuous,-41.20629231777751,174.81792582487125,false,2026-04-06,Monday,false,2469.0,,2469.0,1,3904.5,198.0,16,0.632,-4.89,HIGH,DROP
01N60999,PP2O â€“ Waitohu Stream SB Offramp,PP2O – Waitohu Stream SB Offramp,1N,Regional Continuous,-40.75537295347653,175.161564026844,false,2026-04-06,Monday,false,1821.0,94.5,1726.5,1,2751.5,128.5,22,0.662,-4.884,HIGH,DROP
01N31066,Newlands Interchange - SB On Ramp,Newlands Interchange - SB On Ramp,1N,Regional Continuous,-41.233099481748596,174.80854653223355,false,2026-04-21,Tuesday,false,7205.0,,7205.0,1,10148.5,408.5,22,0.71,-4.86,HIGH,DROP
00240974,Petone - NB OFF Ramp,Petone - NB OFF Ramp,2,Regional Continuous,-41.22399992836928,174.8581853527085,false,2026-04-06,Monday,false,10871.0,,10871.0,1,15645.5,663.5,22,0.695,-4.854,HIGH,DROP
01N31060,Tawa Interchange - SB On Ramp,Tawa Interchange - SB On Ramp,1N,Regional Continuous,-41.18719620369047,174.8323036727549,false,2026-04-06,Monday,false,4819.0,,4819.0,1,7214.0,334.0,22,0.668,-4.837,HIGH,DROP
01N41060,Tawa Interchange - NB Off Ramp,Tawa Interchange - NB Off Ramp,1N,Regional Continuous,-41.18778346721265,174.8321888093175,false,2026-04-27,Monday,false,5501.0,,5501.0,1,8377.0,402.5,22,0.657,-4.819,HIGH,DROP
01N01064,Nth of Helston Rd Overbridge - Both,Nth of Helston Rd Overbridge - Both,1N,Regional Continuous,-41.21937075730389,174.81042501618032,false,2026-04-27,Monday,false,34283.0,,34283.0,4,52159.5,2519.5,22,0.657,-4.786,HIGH,DROP
01N21066,Newlands Interchange - NB Through Traffic,Newlands Interchange - NB Through Traffic,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-27,Monday,false,22147.0,,22147.0,3,33766.5,1640.5,22,0.656,-4.777,HIGH,DROP
01N11072,Hawkestone Interchange - SB Through Traffic,Hawkestone Interchange - SB Through Traffic,1N,Regional Continuous,-41.27570477419336,174.7739707358753,false,2026-04-20,Monday,false,18768.0,,18768.0,4,26099.0,1048.0,22,0.719,-4.718,HIGH,DROP
00260972,Dowse Interchange - SB OFF Ramp,Dowse Interchange - SB OFF Ramp,2,Regional Continuous,-41.215036112746276,174.88504477188002,false,2026-04-21,Tuesday,false,4470.0,,4470.0,1,6741.5,326.5,22,0.663,-4.693,HIGH,DROP
01K61011,Peka Peka Int Southbound Off Ramp,Peka Peka Int Southbound Off Ramp,1K,Regional Continuous,-40.8387974809201,175.08773044117217,false,2026-04-03,Friday,false,1190.0,44.5,1145.5,1,1659.0,67.5,22,0.717,-4.686,HIGH,DROP
00220961,Haywards Interchange Decreasing,Haywards Interchange Decreasing,2,Regional Continuous,-41.1592460994802,174.9721219661422,false,2026-04-27,Monday,false,11556.0,138.0,11418.0,2,15191.5,525.0,22,0.761,-4.671,HIGH,DROP
01K11023,Kapiti Rd Int Mainline Southbound,Kapiti Rd Int Mainline Southbound,1K,Regional Continuous,-40.91002869312759,174.99780392446758,false,2026-04-06,Monday,false,11112.0,543.5,10568.5,2,7805.0,479.0,22,1.424,4.657,HIGH,SURGE
01N01078,Cobham Drive (Sth of Evans Bay Parade) - Both,Cobham Drive (Sth of Evans Bay Parade) - Both,1N,Regional Continuous,-41.314497169440735,174.79958685436435,false,2026-04-21,Tuesday,false,23104.0,375.0,22729.0,4,32045.0,1300.0,21,0.721,-4.639,HIGH,DROP
01K41023,Kapiti Rd Int Northbound Off Ramp,Kapiti Rd Int Northbound Off Ramp,1K,Regional Continuous,-40.9099728549411,174.99738667612903,false,2026-04-27,Monday,false,2592.0,54.5,2537.5,1,3715.0,163.5,22,0.698,-4.633,HIGH,DROP
01N01064,Nth of Helston Rd Overbridge - Both,Nth of Helston Rd Overbridge - Both,1N,Regional Continuous,-41.21937075730389,174.81042501618032,false,2026-04-06,Monday,false,34885.0,,34885.0,4,52159.5,2519.5,22,0.669,-4.625,HIGH,DROP
00210974,Nth of Petone Interchange - SB,Nth of Petone Interchange - SB,2,Regional Continuous,-41.22438570098754,174.85771903332994,false,2026-04-20,Monday,false,17965.0,,17965.0,2,23734.5,846.0,22,0.757,-4.6,HIGH,DROP
05300001,West of Donalds Bridge,West of Donalds Bridge,53,Regional Continuous,-41.12242973291852,175.33277383734466,false,2026-04-22,Wednesday,false,958.0,,958.0,2,2542.5,232.5,22,0.377,-4.597,HIGH,DROP
05960024,Porirua Nth Ramp Bridge - SB OFF Ramp,Porirua Nth Ramp Bridge - SB OFF Ramp,59,Regional Continuous,-41.12938167622971,174.84471092337006,false,2026-04-03,Friday,false,6020.0,,6020.0,1,10399.5,644.5,22,0.579,-4.583,HIGH,DROP
01N41073,Tinakori - NB Off Ramp,Tinakori - NB Off Ramp,1N,Regional Continuous,-41.27671835316433,174.77306678667418,false,2026-04-03,Friday,false,4423.0,,4423.0,1,7748.5,496.5,22,0.571,-4.518,HIGH,DROP
01N21060,Tawa Interchange - NB Through Traffic,Tawa Interchange - NB Through Traffic,1N,Regional Continuous,-41.187792901243526,174.83159293543275,false,2026-04-21,Tuesday,false,15244.0,,15244.0,2,23789.0,1280.0,22,0.641,-4.503,HIGH,DROP
01K51023,Kapiti Rd Int Northbound On Ramp,Kapiti Rd Int Northbound On Ramp,1K,Regional Continuous,-40.906429977448106,175.00223122067783,false,2026-04-03,Friday,false,3911.0,99.5,3811.5,1,6099.5,328.0,22,0.641,-4.5,HIGH,DROP
00200906,Sth of Waiohine River Bridge,Sth of Waiohine River Bridge,2,Regional Continuous,-41.06628242215614,175.48108371639492,false,2026-04-27,Monday,false,7894.0,300.0,7594.0,2,11121.0,484.0,22,0.71,-4.497,HIGH,DROP
01N61071,Murphy St - SB Off Ramp,Murphy St - SB Off Ramp,1N,Regional Continuous,-41.2713682252429,174.77895149097245,false,2026-04-21,Tuesday,false,2729.0,,2729.0,1,5013.5,343.0,22,0.544,-4.492,HIGH,DROP
01N41066,Newlands Interchange - NB Off Ramp,Newlands Interchange - NB Off Ramp,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-06,Monday,false,4441.0,,4441.0,1,6754.0,347.5,22,0.658,-4.489,HIGH,DROP
00250978,Nth of Ngauranga Interchange - NB ON Ramp,Nth of Ngauranga Interchange - NB ON Ramp,2,Regional Continuous,-41.24370396933813,174.81924244548568,false,2026-04-21,Tuesday,false,9792.0,,9792.0,1,15333.0,836.0,22,0.639,-4.471,HIGH,DROP
05930025,Mungavin Interchange - SB ON Ramp,Mungavin Interchange - SB ON Ramp,59,Regional Continuous,-41.14067619019408,174.84472805131063,false,2026-04-21,Tuesday,false,6104.0,147.5,5956.5,1,9069.5,448.0,22,0.673,-4.465,HIGH,DROP
00210979,NGAURANGA SH2 - Telemetry Site 3 - SB,NGAURANGA SH2 - Telemetry Site 3 - SB,2,Telemetry,-41.24907256298991,174.81174090920283,false,2026-04-20,Monday,false,16606.0,644.5,15961.5,2,23092.5,981.0,22,0.719,-4.46,HIGH,DROP
01K41027,Poplar Ave Int Northbound Off Ramp,Poplar Ave Int Northbound Off Ramp,1K,Regional Continuous,-40.94212838280744,174.99177195669355,false,2026-04-03,Friday,false,3272.0,130.0,3142.0,1,5172.0,287.5,22,0.633,-4.458,HIGH,DROP
00220961,Haywards Interchange Decreasing,Haywards Interchange Decreasing,2,Regional Continuous,-41.1592460994802,174.9721219661422,false,2026-04-06,Monday,false,11731.0,125.0,11606.0,2,15191.5,525.0,22,0.772,-4.446,HIGH,DROP
00200937,REMUTAKA - Telemetry Site 01- Pakuratahi River Brg,REMUTAKA - Telemetry Site 01- Pakuratahi River Brg,2,Telemetry,-41.08673022807286,175.207013092771,false,2026-04-22,Wednesday,false,2969.0,298.5,2670.5,2,6465.0,531.0,21,0.459,-4.441,HIGH,DROP
00250972,Dowse Interchange - NB ON Ramp,Dowse Interchange - NB ON Ramp,2,Regional Continuous,-41.21515183550086,174.88402229071446,false,2026-04-20,Monday,false,3974.0,,3974.0,1,5889.0,291.0,22,0.675,-4.439,HIGH,DROP
01N41066,Newlands Interchange - NB Off Ramp,Newlands Interchange - NB Off Ramp,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-27,Monday,false,4467.0,,4467.0,1,6754.0,347.5,22,0.661,-4.439,HIGH,DROP
00250972,Dowse Interchange - NB ON Ramp,Dowse Interchange - NB ON Ramp,2,Regional Continuous,-41.21515183550086,174.88402229071446,false,2026-04-06,Monday,false,3982.0,,3982.0,1,5889.0,291.0,22,0.676,-4.42,HIGH,DROP
01N41066,Newlands Interchange - NB Off Ramp,Newlands Interchange - NB Off Ramp,1N,Regional Continuous,-41.234364917467204,174.80652905547703,false,2026-04-21,Tuesday,false,4490.0,,4490.0,1,6754.0,347.5,22,0.665,-4.394,HIGH,DROP
00200899,Nth of Victoria St (Carterton),Nth of Victoria St (Carterton),2,Regional Continuous,-41.02680042934138,175.52565455980582,false,2026-04-21,Tuesday,false,9115.0,,9115.0,2,13502.0,677.0,22,0.675,-4.371,HIGH,DROP
01N31060,Tawa Interchange - SB On Ramp,Tawa Interchange - SB On Ramp,1N,Regional Continuous,-41.18719620369047,174.8323036727549,false,2026-04-27,Monday,false,5050.0,,5050.0,1,7214.0,334.0,22,0.7,-4.37,HIGH,DROP
00220961,Haywards Interchange Decreasing,Haywards Interchange Decreasing,2,Regional Continuous,-41.1592460994802,174.9721219661422,false,2026-04-20,Monday,false,11809.0,246.0,11563.0,2,15191.5,525.0,22,0.777,-4.346,HIGH,DROP
01K51011,Peka Peka Int Northbound On Ramp,Peka Peka Int Northbound On Ramp,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-01,Wednesday,false,2118.0,144.5,1973.5,1,1526.0,92.0,22,1.388,4.34,HIGH,SURGE
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-12,Sunday,true,5415.0,318.5,5096.5,2,8178.0,431.5,8,0.662,-4.319,HIGH,DROP
00220978,Nth of Ngauranga Interchange - NB,Nth of Ngauranga Interchange - NB,2,Regional Continuous,-41.241094949782465,174.8242059695312,false,2026-04-20,Monday,false,28109.0,1186.0,26923.0,2,37182.0,1419.0,19,0.756,-4.313,HIGH,DROP
00250972,Dowse Interchange - NB ON Ramp,Dowse Interchange - NB ON Ramp,2,Regional Continuous,-41.21515183550086,174.88402229071446,false,2026-04-27,Monday,false,4037.0,,4037.0,1,5889.0,291.0,22,0.686,-4.293,HIGH,DROP
01N20999,PP2O Waitohu Stream - NB Lane,PP2O Waitohu Stream - NB Lane,1N,Regional Continuous,-40.75537184426893,175.161623222827,false,2026-04-02,Thursday,false,10308.0,1108.5,9199.5,2,6753.5,560.5,22,1.526,4.277,HIGH,SURGE
01N51071,May St - NB On Ramp,May St - NB On Ramp,1N,Regional Continuous,-41.27170000477337,174.77787410460738,false,2026-04-03,Friday,false,1226.0,,1226.0,1,3631.5,381.0,22,0.338,-4.258,HIGH,DROP
01N21080,,NGAURANGA SH1 - WTOC - NB,,,,,true,2026-04-20,Monday,false,20084.0,1912.0,18172.0,2,25736.5,898.5,14,0.78,-4.243,HIGH,DROP
00230972,Dowse Interchange - SB ON Ramp,Dowse Interchange - SB ON Ramp,2,Regional Continuous,-41.21681441865065,174.88037203040545,false,2026-04-06,Monday,false,3827.0,,3827.0,1,7082.0,523.0,22,0.54,-4.198,HIGH,DROP
00220974,Nth of Petone Interchange - NB,Nth of Petone Interchange - NB,2,Regional Continuous,-41.22399992836928,174.8581853527085,false,2026-04-20,Monday,false,16464.0,,16464.0,2,22146.0,913.5,22,0.743,-4.195,HIGH,DROP
01K31017,Te Moana Int Southbound On Ramp,Te Moana Int Southbound On Ramp,1K,Regional Continuous,-40.870793791896254,175.03220160920256,false,2026-04-20,Monday,false,4479.0,105.0,4374.0,1,5384.5,146.0,22,0.832,-4.183,HIGH,DROP
01N21003,PP2O Otaki Gorge Road- NB Lanes,PP2O Otaki Gorge Road- NB Lanes,1N,Regional Continuous,-40.77657484683837,175.14244933973023,false,2026-04-02,Thursday,false,10415.0,1202.0,9213.0,2,6837.5,578.5,22,1.523,4.171,HIGH,SURGE
00200969,Nth of Block Rd,Nth of Block Rd,2,Regional Continuous,-41.20174215589833,174.90920778908145,false,2026-04-20,Monday,false,30413.0,,30413.0,4,40264.0,1600.0,22,0.755,-4.153,HIGH,DROP
00200969,Nth of Block Rd,Nth of Block Rd,2,Regional Continuous,-41.20174215589833,174.90920778908145,false,2026-04-06,Monday,false,30417.0,,30417.0,4,40264.0,1600.0,22,0.755,-4.151,HIGH,DROP
01K11023,Kapiti Rd Int Mainline Southbound,Kapiti Rd Int Mainline Southbound,1K,Regional Continuous,-40.91002869312759,174.99780392446758,false,2026-04-21,Tuesday,false,4865.0,751.0,4114.0,2,7805.0,479.0,22,0.623,-4.14,HIGH,DROP
01N11060,Tawa Interchange - SB Through Traffic,Tawa Interchange - SB Through Traffic,1N,Regional Continuous,-41.18719620369047,174.8323036727549,false,2026-04-03,Friday,false,15188.0,,15188.0,2,23862.5,1416.5,22,0.636,-4.131,HIGH,DROP
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-03,Friday,false,11145.0,565.0,10580.0,2,7586.0,584.0,22,1.469,4.11,HIGH,SURGE
05900005,PAEKAKARIKI - Telemetry Site 47 (Piezo Axle Classification),PAEKAKARIKI - Telemetry Site 47 (Piezo Axle Classification),59,Telemetry,-40.999717137754324,174.93968885757397,false,2026-04-12,Sunday,true,4749.0,205.0,4544.0,2,7541.0,459.5,8,0.63,-4.098,HIGH,DROP
01N41060,Tawa Interchange - NB Off Ramp,Tawa Interchange - NB Off Ramp,1N,Regional Continuous,-41.18778346721265,174.8321888093175,false,2026-04-05,Sunday,true,4533.0,,4533.0,1,6445.5,315.0,8,0.703,-4.095,HIGH,DROP
01K21017,Te Moana Int Mainline Northbound,Te Moana Int Mainline Northbound,1K,Regional Continuous,-40.87044308833501,175.03216716900553,false,2026-04-02,Thursday,false,12080.0,1226.5,10853.5,2,8509.0,590.5,22,1.42,4.079,HIGH,SURGE
01K21027,Poplar Ave Int Mainline Northbound,Poplar Ave Int Mainline Northbound,1K,Regional Continuous,-40.942197132002484,174.99196408316817,false,2026-04-21,Tuesday,false,7121.0,749.0,6372.0,2,11410.0,711.0,22,0.624,-4.069,HIGH,DROP
00200969,Nth of Block Rd,Nth of Block Rd,2,Regional Continuous,-41.20174215589833,174.90920778908145,false,2026-04-27,Monday,false,30621.0,,30621.0,4,40264.0,1600.0,22,0.761,-4.065,HIGH,DROP
01N61072,Hawkestone Interchange - SB Off Ramp,Hawkestone Interchange - SB Off Ramp,1N,Regional Continuous,-41.27347974656232,174.77634625382,false,2026-04-03,Friday,false,2739.0,,2739.0,1,4294.5,258.5,22,0.638,-4.059,HIGH,DROP
01K21023,Kapiti Rd Int Mainline Northbound,Kapiti Rd Int Mainline Northbound,1K,Regional Continuous,-40.91003054044468,174.9976971187613,false,2026-04-02,Thursday,false,11096.0,1107.0,9989.0,2,7586.0,584.0,22,1.463,4.054,HIGH,SURGE
01N41073,Tinakori - NB Off Ramp,Tinakori - NB Off Ramp,1N,Regional Continuous,-41.27671835316433,174.77306678667418,false,2026-04-06,Monday,false,4783.0,,4783.0,1,7748.5,496.5,22,0.617,-4.029,HIGH,DROP
01N21060,Tawa Interchange - NB Through Traffic,Tawa Interchange - NB Through Traffic,1N,Regional Continuous,-41.187792901243526,174.83159293543275,false,2026-04-06,Monday,false,16165.0,,16165.0,2,23789.0,1280.0,22,0.68,-4.017,HIGH,DROP
01K21027,Poplar Ave Int Mainline Northbound,Poplar Ave Int Mainline Northbound,1K,Regional Continuous,-40.942197132002484,174.99196408316817,false,2026-04-12,Sunday,true,7279.0,360.5,6918.5,2,11208.0,660.0,8,0.649,-4.015,HIGH,DROP
00200895,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,CLAREVILLE - Telemetry Site 80 - Nth of Whites Line,2,Telemetry,-41.002349572598405,175.55655704384648,false,2026-04-21,Tuesday,false,8047.0,443.0,7604.0,2,12997.5,838.0,22,0.619,-3.985,HIGH,DROP
01N31066,Newlands Interchange - SB On Ramp,Newlands Interchange - SB On Ramp,1N,Regional Continuous,-41.233099481748596,174.80854653223355,false,2026-04-20,Monday,false,7739.0,,7739.0,1,10148.5,408.5,22,0.763,-3.978,HIGH,DROP
01K51011,Peka Peka Int Northbound On Ramp,Peka Peka Int Northbound On Ramp,1K,Regional Continuous,-40.8387170967952,175.0876923393239,false,2026-04-27,Monday,false,984.0,52.5,931.5,1,1526.0,92.0,22,0.645,-3.974,HIGH,DROP
01N41073,Tinakori - NB Off Ramp,Tinakori - NB Off Ramp,1N,Regional Continuous,-41.27671835316433,174.77306678667418,false,2026-04-21,Tuesday,false,4823.0,,4823.0,1,7748.5,496.5,22,0.622,-3.974,HIGH,DROP
05950024,Porirua Nth Ramp Bridge - NB ON Ramp,Porirua Nth Ramp Bridge - NB ON Ramp,59,Regional Continuous,-41.13009454470167,174.8440637081995,false,2026-04-03,Friday,false,5778.0,,5778.0,1,10506.0,803.0,22,0.55,-3.971,HIGH,DROP
01K41023,Kapiti Rd Int Northbound Off Ramp,Kapiti Rd Int Northbound Off Ramp,1K,Regional Continuous,-40.9099728549411,174.99738667612903,false,2026-04-03,Friday,false,2753.0,53.5,2699.5,1,3715.0,163.5,22,0.741,-3.969,HIGH,DROP
01N11066,Newlands Interchange - SB Through Traffic,Newlands Interchange - SB Through Traffic,1N,Regional Continuous,-41.233099481748596,174.80854653223355,false,2026-04-20,Monday,false,23524.0,,23524.0,3,30647.5,1210.5,22,0.768,-3.969,HIGH,DROP
01N01076,Patterson St (Sth of Basin Reserve),Patterson St (Sth of Basin Reserve),1N,Regional Continuous,-41.301861490568044,174.78442030229047,false,2026-04-03,Friday,false,31178.0,,31178.0,2,38966.0,1326.0,9,0.8,-3.961,HIGH,DROP
05800009,PAUATAHANUI EAST - Telemetry Site 73,PAUATAHANUI EAST - Telemetry Site 73,58,Telemetry,-41.12912548543536,174.97322556096162,false,2026-04-27,Monday,false,13810.0,377.0,13433.0,2,19571.5,984.5,22,0.706,-3.947,HIGH,DROP
01K31017,Te Moana Int Southbound On Ramp,Te Moana Int Southbound On Ramp,1K,Regional Continuous,-40.870793791896254,175.03220160920256,false,2026-04-27,Monday,false,4531.0,67.0,4464.0,1,5384.5,146.0,22,0.841,-3.943,HIGH,DROP
